day,date,ws,wd,air_temp,RH,weekday,hour,date_unix
01/01/2015,01/01/2015 00:00,5.1,225,6,78.53790264,4,0,1420070400
01/01/2015,01/01/2015 01:00,4.85,215.2583865,6.5,81.35984248,4,1,1420074000
01/01/2015,01/01/2015 02:00,4.1,220,7,81.42476266,4,2,1420077600
01/01/2015,01/01/2015 03:00,4.85,210,7,87.24885993,4,3,1420081200
01/01/2015,01/01/2015 04:00,4.6,220,8,81.55281966,4,4,1420084800
01/01/2015,01/01/2015 05:00,5.4,214.7215171,8,87.33952994,4,5,1420088400
01/01/2015,01/01/2015 06:00,6.15,224.1442315,8,87.33952994,4,6,1420092000
01/01/2015,01/01/2015 07:00,6.7,215,8.5,84.50932979,4,7,1420095600
01/01/2015,01/01/2015 08:00,5.4,200,8,87.33952994,4,8,1420099200
01/01/2015,01/01/2015 09:00,6.95,214.4590739,9,81.67912964,4,9,1420102800
01/01/2015,01/01/2015 10:00,7.2,210,9,81.67912964,4,10,1420106400
01/01/2015,01/01/2015 11:00,7.7,210,9,84.55402563,4,11,1420110000
01/01/2015,01/01/2015 12:00,6.95,220,9,87.42892162,4,12,1420113600
01/01/2015,01/01/2015 13:00,7.95,215.1576327,9,87.42892162,4,13,1420117200
01/01/2015,01/01/2015 14:00,7.7,220,10,81.80372798,4,14,1420120800
01/01/2015,01/01/2015 15:00,8.5,220,10,84.66039488,4,15,1420124400
01/01/2015,01/01/2015 16:00,7.7,220,10,84.66039488,4,16,1420128000
01/01/2015,01/01/2015 17:00,7.95,220,10.5,79.18881655,4,17,1420131600
01/01/2015,01/01/2015 18:00,9.55,220,11,76.57390512,4,18,1420135200
01/01/2015,01/01/2015 19:00,8.75,220,11,79.2502771,4,19,1420138800
01/01/2015,01/01/2015 20:00,9.3,225.2694997,11,81.92664909,4,20,1420142400
01/01/2015,01/01/2015 21:00,8.5,225.7666073,11,87.60397647,4,21,1420146000
01/01/2015,01/01/2015 22:00,9.3,225.2694997,12,84.86880875,4,22,1420149600
01/01/2015,01/01/2015 23:00,9.3,230,13,82.16759276,4,23,1420153200
02/01/2015,02/01/2015 00:00,8.5,240,13,82.16759276,5,0,1420156800
02/01/2015,02/01/2015 01:00,8.2,240,13,87.7742301,5,1,1420160400
02/01/2015,02/01/2015 02:00,7.7,245.3254985,13,87.7742301,5,2,1420164000
02/01/2015,02/01/2015 03:00,7.2,255.348102,13,90.74351404,5,3,1420167600
02/01/2015,02/01/2015 04:00,7.2,265.348102,13,79.5222237,5,4,1420171200
02/01/2015,02/01/2015 05:00,9.55,280,11.5,67.00769345,5,5,1420174800
02/01/2015,02/01/2015 06:00,7.2,284.651898,11,62.30610241,5,6,1420178400
02/01/2015,02/01/2015 07:00,7.45,290,10,54.00447377,5,7,1420182000
02/01/2015,02/01/2015 08:00,7.7,280,10,57.85549122,5,8,1420185600
02/01/2015,02/01/2015 09:00,8,280,9,55.6177651,5,9,1420189200
02/01/2015,02/01/2015 10:00,6.45,270,9,59.73141272,5,10,1420192800
02/01/2015,02/01/2015 11:00,6.7,270,9,55.6177651,5,11,1420196400
02/01/2015,02/01/2015 12:00,7.7,270,9,51.75417909,5,12,1420200000
02/01/2015,02/01/2015 13:00,8.25,270,9,51.75417909,5,13,1420203600
02/01/2015,02/01/2015 14:00,7.7,270,9,53.6251367,5,14,1420207200
02/01/2015,02/01/2015 15:00,5.95,270,8.5,55.4938305,5,15,1420210800
02/01/2015,02/01/2015 16:00,4.85,255.2583865,8,57.36252431,5,16,1420214400
02/01/2015,02/01/2015 17:00,3.6,239.2566949,7.5,59.37525319,5,17,1420218000
02/01/2015,02/01/2015 18:00,4.35,230.5806003,7,65.94169299,5,18,1420221600
02/01/2015,02/01/2015 19:00,3.1,234.1915486,6,70.59691358,5,19,1420225200
02/01/2015,02/01/2015 20:00,4.1,240,6,70.59691358,5,20,1420228800
02/01/2015,02/01/2015 21:00,3.6,245,6,70.59691358,5,21,1420232400
02/01/2015,02/01/2015 22:00,3.85,240,6,68.16142266,5,22,1420236000
02/01/2015,02/01/2015 23:00,3.35,230,6,70.59691358,5,23,1420239600
03/01/2015,03/01/2015 00:00,3.85,250,6,68.16142266,6,0,1420243200
03/01/2015,03/01/2015 01:00,3.1,220,6,65.72593174,6,1,1420246800
03/01/2015,03/01/2015 02:00,4.6,220,7,63.66483754,6,2,1420250400
03/01/2015,03/01/2015 03:00,3.85,230.6559968,7,65.94169299,6,3,1420254000
03/01/2015,03/01/2015 04:00,2.55,300,6,75.94591794,6,4,1420257600
03/01/2015,03/01/2015 05:00,1.5,NA,5,90.19971022,6,5,1420261200
03/01/2015,03/01/2015 06:00,1.25,50,5,93.33584657,6,6,1420264800
03/01/2015,03/01/2015 07:00,3.1,96.61658095,5,93.33584657,6,7,1420268400
03/01/2015,03/01/2015 08:00,4.35,89.41939966,5,93.33584657,6,8,1420272000
03/01/2015,03/01/2015 09:00,4.6,75,5,93.33584657,6,9,1420275600
03/01/2015,03/01/2015 10:00,6.2,90,5,100,6,10,1420279200
03/01/2015,03/01/2015 11:00,5.95,100,5.5,96.69270902,6,11,1420282800
03/01/2015,03/01/2015 12:00,3.1,75.32009854,6,93.38541803,6,12,1420286400
03/01/2015,03/01/2015 13:00,2.85,345.5620539,6,100,6,13,1420290000
03/01/2015,03/01/2015 14:00,3.6,10,6,93.38541803,6,14,1420293600
03/01/2015,03/01/2015 15:00,3.85,20,6,93.38541803,6,15,1420297200
03/01/2015,03/01/2015 16:00,3.6,355,5.5,87.11022895,6,16,1420300800
03/01/2015,03/01/2015 17:00,2.3,360,5,87.06357387,6,17,1420304400
03/01/2015,03/01/2015 18:00,0.5,NA,4,93.28552679,6,18,1420308000
03/01/2015,03/01/2015 19:00,1.5,290,4,86.96890025,6,19,1420311600
03/01/2015,03/01/2015 20:00,2.55,300,4,90.12721352,6,20,1420315200
03/01/2015,03/01/2015 21:00,2.05,266.3446322,3,90.05363739,6,21,1420318800
03/01/2015,03/01/2015 22:00,3.1,295,4,86.96890025,6,22,1420322400
03/01/2015,03/01/2015 23:00,2.35,301.0746391,3,93.23444164,6,23,1420326000
04/01/2015,04/01/2015 00:00,1.5,290,3,93.23444164,7,0,1420329600
04/01/2015,04/01/2015 01:00,1.25,230,3,93.23444164,7,1,1420333200
04/01/2015,04/01/2015 02:00,0,NA,2.5,96.61722082,7,2,1420336800
04/01/2015,04/01/2015 03:00,0,NA,2,100,7,3,1420340400
04/01/2015,04/01/2015 04:00,1.8,228.3166858,2,93.18257353,7,4,1420344000
04/01/2015,04/01/2015 05:00,1,250,2,93.18257353,7,5,1420347600
04/01/2015,04/01/2015 06:00,2.1,215,1,100,7,6,1420351200
04/01/2015,04/01/2015 07:00,2.1,230,1,100,7,7,1420354800
04/01/2015,04/01/2015 08:00,2.35,225.5332539,1.5,96.59128677,7,8,1420358400
04/01/2015,04/01/2015 09:00,2.6,230,2,100,7,9,1420362000
04/01/2015,04/01/2015 10:00,3.35,230,3,93.23444164,7,10,1420365600
04/01/2015,04/01/2015 11:00,3.35,234.6259209,2,100,7,11,1420369200
04/01/2015,04/01/2015 12:00,3.6,230,2,96.59128677,7,12,1420372800
04/01/2015,04/01/2015 13:00,4.1,248.2547215,3,86.87283314,7,13,1420376400
04/01/2015,04/01/2015 14:00,2.35,220,2.5,90.02770334,7,14,1420380000
04/01/2015,04/01/2015 15:00,3.1,239.3011699,2,93.18257353,7,15,1420383600
04/01/2015,04/01/2015 16:00,3.35,229.2461038,3,93.23444164,7,16,1420387200
04/01/2015,04/01/2015 17:00,3.1,225,3,93.23444164,7,17,1420390800
04/01/2015,04/01/2015 18:00,1.8,210,3,93.23444164,7,18,1420394400
04/01/2015,04/01/2015 19:00,2.1,185,3,93.23444164,7,19,1420398000
04/01/2015,04/01/2015 20:00,1,NA,3,93.23444164,7,20,1420401600
04/01/2015,04/01/2015 21:00,1.25,110,3,93.23444164,7,21,1420405200
04/01/2015,04/01/2015 22:00,1.5,90,3,93.23444164,7,22,1420408800
04/01/2015,04/01/2015 23:00,1.25,NA,4,86.96890025,7,23,1420412400
05/01/2015,05/01/2015 00:00,1.5,50,4,93.28552679,1,0,1420416000
05/01/2015,05/01/2015 01:00,1.25,NA,4,93.28552679,1,1,1420419600
05/01/2015,05/01/2015 02:00,1.5,100,5,87.06357387,1,2,1420423200
05/01/2015,05/01/2015 03:00,2.05,220,6,84.22590317,1,3,1420426800
05/01/2015,05/01/2015 04:00,2.35,196.6327874,6.5,84.29082334,1,4,1420430400
05/01/2015,05/01/2015 05:00,1.25,NA,6,87.15688403,1,5,1420434000
05/01/2015,05/01/2015 06:00,1.25,NA,7,81.42476266,1,6,1420437600
05/01/2015,05/01/2015 07:00,1.8,240,7,81.42476266,1,7,1420441200
05/01/2015,05/01/2015 08:00,1.25,NA,8,78.82861185,1,8,1420444800
05/01/2015,05/01/2015 09:00,1.5,NA,8,81.55281966,1,9,1420448400
05/01/2015,05/01/2015 10:00,1.8,230,9,84.55402563,1,10,1420452000
05/01/2015,05/01/2015 11:00,2.85,230,9,90.47936371,1,11,1420455600
05/01/2015,05/01/2015 12:00,3.1,230,10,84.66039488,1,12,1420459200
05/01/2015,05/01/2015 13:00,2.85,215.4397046,10,81.80372798,1,13,1420462800
05/01/2015,05/01/2015 14:00,2.6,210,10,81.80372798,1,14,1420466400
05/01/2015,05/01/2015 15:00,2.85,210,10,79.11159108,1,15,1420470000
05/01/2015,05/01/2015 16:00,3.6,222.8040901,10,73.88365707,1,16,1420473600
05/01/2015,05/01/2015 17:00,3.35,220,9.5,73.8054136,1,17,1420477200
05/01/2015,05/01/2015 18:00,3.85,224.6745015,9.5,68.86847589,1,18,1420480800
05/01/2015,05/01/2015 19:00,3.85,221.9673028,9,71.16370158,1,19,1420484400
05/01/2015,05/01/2015 20:00,3.85,220,9,71.16370158,1,20,1420488000
05/01/2015,05/01/2015 21:00,3.1,220,9,71.16370158,1,21,1420491600
05/01/2015,05/01/2015 22:00,2.85,225.4397046,9,71.16370158,1,22,1420495200
05/01/2015,05/01/2015 23:00,2.35,201.0746391,8.5,73.63405281,1,23,1420498800
06/01/2015,06/01/2015 00:00,2.35,163.3672126,8,76.10440405,2,0,1420502400
06/01/2015,06/01/2015 01:00,2.35,184.4667461,8,76.10440405,2,1,1420506000
06/01/2015,06/01/2015 02:00,3.1,170,8,76.10440405,2,2,1420509600
06/01/2015,06/01/2015 03:00,3.85,170,8,76.10440405,2,3,1420513200
06/01/2015,06/01/2015 04:00,3.1,170,8.5,73.63405281,2,4,1420516800
06/01/2015,06/01/2015 05:00,3.85,180,8,81.55281966,2,5,1420520400
06/01/2015,06/01/2015 06:00,4.1,165,8,84.4461748,2,6,1420524000
06/01/2015,06/01/2015 07:00,3.6,195,9,81.67912964,2,7,1420527600
06/01/2015,06/01/2015 08:00,3.35,190,9,81.67912964,2,8,1420531200
06/01/2015,06/01/2015 09:00,4.35,200,9,87.42892162,2,9,1420534800
06/01/2015,06/01/2015 10:00,5.4,205.8528458,10,87.51706178,2,10,1420538400
06/01/2015,06/01/2015 11:00,4.85,210,10,87.51706178,2,11,1420542000
06/01/2015,06/01/2015 12:00,5.1,215,11,84.76531278,2,12,1420545600
06/01/2015,06/01/2015 13:00,7.75,284.3208876,9.5,84.6163248,2,13,1420549200
06/01/2015,06/01/2015 14:00,7.2,300,9,71.16370158,2,14,1420552800
06/01/2015,06/01/2015 15:00,6.45,280,8,70.97718779,2,15,1420556400
06/01/2015,06/01/2015 16:00,5.4,285.2784829,8,68.56599472,2,16,1420560000
06/01/2015,06/01/2015 17:00,6.2,280,7.5,70.88273079,2,17,1420563600
06/01/2015,06/01/2015 18:00,4.9,265.8183494,7,70.78827378,2,18,1420567200
06/01/2015,06/01/2015 19:00,4.1,245.6112855,6,75.78088296,2,19,1420570800
06/01/2015,06/01/2015 20:00,4.1,240,5.5,78.47207211,2,20,1420574400
06/01/2015,06/01/2015 21:00,4.1,234.3887145,5,81.16326127,2,21,1420578000
06/01/2015,06/01/2015 22:00,3.6,231.4028851,4.5,81.0965012,2,22,1420581600
06/01/2015,06/01/2015 23:00,3.35,225.3740791,4,83.99932069,2,23,1420585200
07/01/2015,07/01/2015 00:00,3.35,230,4,81.02974113,3,0,1420588800
07/01/2015,07/01/2015 01:00,3.1,235,4,81.02974113,3,1,1420592400
07/01/2015,07/01/2015 02:00,2.85,232.6567238,4,81.02974113,3,2,1420596000
07/01/2015,07/01/2015 03:00,2.6,220,3.5,83.95128713,3,3,1420599600
07/01/2015,07/01/2015 04:00,2.85,225.4397046,4,81.02974113,3,4,1420603200
07/01/2015,07/01/2015 05:00,2.6,230,4,86.96890025,3,5,1420606800
07/01/2015,07/01/2015 06:00,2.85,230.8861391,5,81.16326127,3,6,1420610400
07/01/2015,07/01/2015 07:00,3.6,215,5.5,81.22909179,3,7,1420614000
07/01/2015,07/01/2015 08:00,4.1,205,6.5,81.35984248,3,8,1420617600
07/01/2015,07/01/2015 09:00,5.1,205,8,76.10440405,3,9,1420621200
07/01/2015,07/01/2015 10:00,5.4,204.7215171,8,81.55281966,3,10,1420624800
07/01/2015,07/01/2015 11:00,5.95,220,9,76.26296722,3,11,1420628400
07/01/2015,07/01/2015 12:00,7.45,210,9,76.26296722,3,12,1420632000
07/01/2015,07/01/2015 13:00,7.7,220,9.5,71.41810871,3,13,1420635600
07/01/2015,07/01/2015 14:00,8,220,10,62.08059178,3,14,1420639200
07/01/2015,07/01/2015 15:00,6.95,220,9,68.7645034,3,15,1420642800
07/01/2015,07/01/2015 16:00,6.95,220,9,76.26296722,3,16,1420646400
07/01/2015,07/01/2015 17:00,6.7,220,9.5,71.41810871,3,17,1420650000
07/01/2015,07/01/2015 18:00,8.2,220,10,71.34785997,3,18,1420653600
07/01/2015,07/01/2015 19:00,NA,NA,NA,NA,3,19,1420657200
07/01/2015,07/01/2015 20:00,8.5,224.8230806,10,79.11159108,3,20,1420660800
07/01/2015,07/01/2015 21:00,7.45,224.831788,10,81.80372798,3,21,1420664400
07/01/2015,07/01/2015 22:00,7.45,230,10,81.80372798,3,22,1420668000
07/01/2015,07/01/2015 23:00,6.7,225.3740791,10,84.66039488,3,23,1420671600
08/01/2015,08/01/2015 00:00,7.2,230,11,81.92664909,4,0,1420675200
08/01/2015,08/01/2015 01:00,6.7,230,11.5,84.82595147,4,1,1420678800
08/01/2015,08/01/2015 02:00,6.95,230,12,82.04792647,4,2,1420682400
08/01/2015,08/01/2015 03:00,6.2,240,12,84.86880875,4,3,1420686000
08/01/2015,08/01/2015 04:00,5.65,240,12,87.68969102,4,4,1420689600
08/01/2015,08/01/2015 05:00,5.65,250,12,79.69948776,4,5,1420693200
08/01/2015,08/01/2015 06:00,4.6,250,11.5,74.45414694,4,6,1420696800
08/01/2015,08/01/2015 07:00,4.6,241.0979951,10.5,82.04548345,4,7,1420700400
08/01/2015,08/01/2015 08:00,3.85,264.6745015,9.5,87.4729917,4,8,1420704000
08/01/2015,08/01/2015 09:00,3.6,290,9,87.42892162,4,9,1420707600
08/01/2015,08/01/2015 10:00,3.85,286.7234492,9,87.42892162,4,10,1420711200
08/01/2015,08/01/2015 11:00,5.65,280,9,81.67912964,4,11,1420714800
08/01/2015,08/01/2015 12:00,4.6,260,9,84.55402563,4,12,1420718400
08/01/2015,08/01/2015 13:00,7.45,280,9,78.97104843,4,13,1420722000
08/01/2015,08/01/2015 14:00,6.2,275.4042458,10,71.34785997,4,14,1420725600
08/01/2015,08/01/2015 15:00,6.2,265,9,71.16370158,4,15,1420729200
08/01/2015,08/01/2015 16:00,5.4,250,9,71.16370158,4,16,1420732800
08/01/2015,08/01/2015 17:00,6.2,250,9,76.26296722,4,17,1420736400
08/01/2015,08/01/2015 18:00,6.15,250,8.5,73.63405281,4,18,1420740000
08/01/2015,08/01/2015 19:00,5.65,245.4879532,8,73.54079592,4,19,1420743600
08/01/2015,08/01/2015 20:00,4.6,225.5448457,8,76.10440405,4,20,1420747200
08/01/2015,08/01/2015 21:00,5.65,225.9314874,8,76.10440405,4,21,1420750800
08/01/2015,08/01/2015 22:00,5.95,220.4244793,8.5,73.63405281,4,22,1420754400
08/01/2015,08/01/2015 23:00,7.45,245.168212,9,76.26296722,4,23,1420758000
09/01/2015,09/01/2015 00:00,7.7,235,10,71.34785997,5,0,1420761600
09/01/2015,09/01/2015 01:00,8.2,230,10,73.88365707,5,1,1420765200
09/01/2015,09/01/2015 02:00,8.25,230,10,79.11159108,5,2,1420768800
09/01/2015,09/01/2015 03:00,7.95,240,11,79.2502771,5,3,1420772400
09/01/2015,09/01/2015 04:00,9.3,245,11,84.76531278,5,4,1420776000
09/01/2015,09/01/2015 05:00,9.3,244.7305003,11.5,84.82595147,5,5,1420779600
09/01/2015,09/01/2015 06:00,9,250,12,82.04792647,5,6,1420783200
09/01/2015,09/01/2015 07:00,8.75,255.6015056,12,82.04792647,5,7,1420786800
09/01/2015,09/01/2015 08:00,6.95,250,12,79.38714284,5,8,1420790400
09/01/2015,09/01/2015 09:00,8.2,250,12,74.21782185,5,9,1420794000
09/01/2015,09/01/2015 10:00,8.25,250,12.5,69.44573329,5,10,1420797600
09/01/2015,09/01/2015 11:00,7.7,250,13,67.18218209,5,11,1420801200
09/01/2015,09/01/2015 12:00,7.2,244.3038216,13,67.18218209,5,12,1420804800
09/01/2015,09/01/2015 13:00,8.2,245,13,62.74935287,5,13,1420808400
09/01/2015,09/01/2015 14:00,7.2,240,13,62.74935287,5,14,1420812000
09/01/2015,09/01/2015 15:00,9.25,240,13.5,67.42690687,5,15,1420815600
09/01/2015,09/01/2015 16:00,10.3,245.4866612,13,79.5222237,5,16,1420819200
09/01/2015,09/01/2015 17:00,9.8,250,13.5,85.0299549,5,17,1420822800
09/01/2015,09/01/2015 18:00,10.05,250,15,82.40221827,5,18,1420826400
09/01/2015,09/01/2015 19:00,11.3,260.4470171,15.5,77.40397129,5,19,1420830000
09/01/2015,09/01/2015 20:00,12.4,260,15,72.23481565,5,20,1420833600
09/01/2015,09/01/2015 21:00,11.3,255.2218012,15,67.57614853,5,21,1420837200
09/01/2015,09/01/2015 22:00,11.05,255.1134101,15,67.57614853,5,22,1420840800
09/01/2015,09/01/2015 23:00,11.6,250,14,77.02542865,5,23,1420844400
10/01/2015,10/01/2015 00:00,10.8,250,14,77.02542865,6,0,1420848000
10/01/2015,10/01/2015 01:00,11.05,250,14,77.02542865,6,1,1420851600
10/01/2015,10/01/2015 02:00,11.35,250,14,72.06179878,6,2,1420855200
10/01/2015,10/01/2015 03:00,11.3,245.2218012,13,76.87685465,6,3,1420858800
10/01/2015,10/01/2015 04:00,10.05,230,13,76.87685465,6,4,1420862400
10/01/2015,10/01/2015 05:00,9.8,245,13,76.87685465,6,5,1420866000
10/01/2015,10/01/2015 06:00,9.8,240,13,82.16759276,6,6,1420869600
10/01/2015,10/01/2015 07:00,9.8,240,13,79.5222237,6,7,1420873200
10/01/2015,10/01/2015 08:00,11.05,245.3402266,14,74.54361371,6,8,1420876800
10/01/2015,10/01/2015 09:00,13.4,250,14,77.02542865,6,9,1420880400
10/01/2015,10/01/2015 10:00,11.3,255,14,74.54361371,6,10,1420884000
10/01/2015,10/01/2015 11:00,11.85,280,11.5,67.02935749,6,11,1420887600
10/01/2015,10/01/2015 12:00,11.6,280,11.5,58.21770472,6,12,1420891200
10/01/2015,10/01/2015 13:00,10.55,290,10.5,54.01231314,6,13,1420894800
10/01/2015,10/01/2015 14:00,11.85,285.6556451,9,53.6251367,6,14,1420898400
10/01/2015,10/01/2015 15:00,9.8,294.7442501,9,48.12751028,6,15,1420902000
10/01/2015,10/01/2015 16:00,7.45,284.4953757,8,51.48675701,6,16,1420905600
10/01/2015,10/01/2015 17:00,7.95,284.8423673,8,51.48675701,6,17,1420909200
10/01/2015,10/01/2015 18:00,7.2,271.4028851,7,55.10523574,6,18,1420912800
10/01/2015,10/01/2015 19:00,7.2,260,6,56.85829084,6,19,1420916400
10/01/2015,10/01/2015 20:00,6.95,260,6,56.85829084,6,20,1420920000
10/01/2015,10/01/2015 21:00,5.95,245.210618,6,56.85829084,6,21,1420923600
10/01/2015,10/01/2015 22:00,5.7,250,5,65.50746919,6,22,1420927200
10/01/2015,10/01/2015 23:00,5.4,250,5,65.50746919,6,23,1420930800
11/01/2015,11/01/2015 00:00,6.2,250,4.5,72.92580385,7,0,1420934400
11/01/2015,11/01/2015 01:00,6.2,244.5957542,4,75.44854764,7,1,1420938000
11/01/2015,11/01/2015 02:00,6.45,250,4,75.44854764,7,2,1420941600
11/01/2015,11/01/2015 03:00,7.45,260,4,75.44854764,7,3,1420945200
11/01/2015,11/01/2015 04:00,7.7,260,4,72.82760629,7,4,1420948800
11/01/2015,11/01/2015 05:00,7.45,255.5046243,4,70.20666495,7,5,1420952400
11/01/2015,11/01/2015 06:00,6.7,255,4.5,67.85706707,7,6,1420956000
11/01/2015,11/01/2015 07:00,6.7,250,5,65.50746919,7,7,1420959600
11/01/2015,11/01/2015 08:00,8.25,260,5,65.50746919,7,8,1420963200
11/01/2015,11/01/2015 09:00,7.95,255.1576327,5.5,63.3295337,7,9,1420966800
11/01/2015,11/01/2015 10:00,8.2,260,6.5,61.26979014,7,10,1420970400
11/01/2015,11/01/2015 11:00,7.45,260,7.5,59.37525319,7,11,1420974000
11/01/2015,11/01/2015 12:00,7.45,254.831788,8.5,55.4938305,7,12,1420977600
11/01/2015,11/01/2015 13:00,7.7,250,9,55.6177651,7,13,1420981200
11/01/2015,11/01/2015 14:00,7.7,250,9,59.73141272,7,14,1420984800
11/01/2015,11/01/2015 15:00,7.2,250,8.5,64.0036168,7,15,1420988400
11/01/2015,11/01/2015 16:00,6.45,245.1942912,8,66.15480164,7,16,1420992000
11/01/2015,11/01/2015 17:00,5.65,240,8,70.97718779,7,17,1420995600
11/01/2015,11/01/2015 18:00,6.95,250,8,73.54079592,7,18,1420999200
11/01/2015,11/01/2015 19:00,6.7,240,8,73.54079592,7,19,1421002800
11/01/2015,11/01/2015 20:00,7.2,245.6961784,8,70.97718779,7,20,1421006400
11/01/2015,11/01/2015 21:00,8.2,250,8,70.97718779,7,21,1421010000
11/01/2015,11/01/2015 22:00,10.3,250,9,66.36530522,7,22,1421013600
11/01/2015,11/01/2015 23:00,8.5,245.4717758,9,71.16370158,7,23,1421017200
12/01/2015,12/01/2015 00:00,7.95,250,9,68.7645034,1,0,1421020800
12/01/2015,12/01/2015 01:00,9.55,244.8687769,10,59.9680415,1,1,1421024400
12/01/2015,12/01/2015 02:00,8.2,240,10,64.32692099,1,2,1421028000
12/01/2015,12/01/2015 03:00,8.5,235.1769194,10,66.57325019,1,3,1421031600
12/01/2015,12/01/2015 04:00,9.25,240,10,66.57325019,1,4,1421035200
12/01/2015,12/01/2015 05:00,9.8,240,10,66.57325019,1,5,1421038800
12/01/2015,12/01/2015 06:00,8.8,250,10,73.88365707,1,6,1421042400
12/01/2015,12/01/2015 07:00,8.2,235,10,76.41945418,1,7,1421046000
12/01/2015,12/01/2015 08:00,8.8,230,10,76.41945418,1,8,1421049600
12/01/2015,12/01/2015 09:00,9,240,11.5,66.88016336,1,9,1421053200
12/01/2015,12/01/2015 10:00,9.3,235,12,66.98164479,1,10,1421056800
12/01/2015,12/01/2015 11:00,10.8,230,12,74.21782185,1,11,1421060400
12/01/2015,12/01/2015 12:00,8.25,224.3620424,12,79.38714284,1,12,1421064000
12/01/2015,12/01/2015 13:00,8.25,235.3341783,12,79.38714284,1,13,1421067600
12/01/2015,12/01/2015 14:00,9.3,245,12.5,76.96728072,1,14,1421071200
12/01/2015,12/01/2015 15:00,6.95,241.0900978,12,82.04792647,1,15,1421074800
12/01/2015,12/01/2015 16:00,6.15,230,12,82.04792647,1,16,1421078400
12/01/2015,12/01/2015 17:00,6.2,235.4042458,11.5,87.83527015,1,17,1421082000
12/01/2015,12/01/2015 18:00,6.2,235,11,93.62261383,1,18,1421085600
12/01/2015,12/01/2015 19:00,6.2,224.5957542,11.5,84.82595147,1,19,1421089200
12/01/2015,12/01/2015 20:00,5.7,220,12,82.04792647,1,20,1421092800
12/01/2015,12/01/2015 21:00,5.15,220,12,84.86880875,1,21,1421096400
12/01/2015,12/01/2015 22:00,5.95,210,12,87.68969102,1,22,1421100000
12/01/2015,12/01/2015 23:00,6.45,224.8057088,12,87.68969102,1,23,1421103600
13/01/2015,13/01/2015 00:00,6.95,220,12,87.68969102,2,0,1421107200
13/01/2015,13/01/2015 01:00,8.2,220,12,87.68969102,2,1,1421110800
13/01/2015,13/01/2015 02:00,6.65,242.3534616,11.5,87.64683375,2,2,1421114400
13/01/2015,13/01/2015 03:00,5.1,240,11,84.76531278,2,3,1421118000
13/01/2015,13/01/2015 04:00,5.95,240,11,81.92664909,2,4,1421121600
13/01/2015,13/01/2015 05:00,5.95,225.6450298,10.5,79.18881655,2,5,1421125200
13/01/2015,13/01/2015 06:00,5.65,220.983361,10,81.80372798,2,6,1421128800
13/01/2015,13/01/2015 07:00,5.95,255.6450298,9.5,79.0333476,2,7,1421132400
13/01/2015,13/01/2015 08:00,4.35,245.2880856,9,71.16370158,2,8,1421136000
13/01/2015,13/01/2015 09:00,4.85,250.5207481,9,71.16370158,2,9,1421139600
13/01/2015,13/01/2015 10:00,4.9,254.1816506,9,71.16370158,2,10,1421143200
13/01/2015,13/01/2015 11:00,4.85,234.7416135,9,68.7645034,2,11,1421146800
13/01/2015,13/01/2015 12:00,5.65,220.983361,9.5,64.2229485,2,12,1421150400
13/01/2015,13/01/2015 13:00,7.75,228.0675373,9,73.7133344,2,13,1421154000
13/01/2015,13/01/2015 14:00,7.95,250.3176946,8.5,71.07044469,2,14,1421157600
13/01/2015,13/01/2015 15:00,5.9,265.6796605,8,73.54079592,2,15,1421161200
13/01/2015,13/01/2015 16:00,6.45,245.1942912,7.5,68.47153771,2,16,1421164800
13/01/2015,13/01/2015 17:00,6.2,250,7,70.78827378,2,17,1421168400
13/01/2015,13/01/2015 18:00,3.85,245.3254985,7,70.78827378,2,18,1421172000
13/01/2015,13/01/2015 19:00,5.4,250,6,75.78088296,2,19,1421175600
13/01/2015,13/01/2015 20:00,5.95,250,5.5,75.69836111,2,20,1421179200
13/01/2015,13/01/2015 21:00,6.45,250,5,75.61583925,2,21,1421182800
13/01/2015,13/01/2015 22:00,4.6,240,5,75.61583925,2,22,1421186400
13/01/2015,13/01/2015 23:00,5.4,245.2784829,5,70.40306007,2,23,1421190000
14/01/2015,14/01/2015 00:00,7.2,240,5,65.50746919,3,0,1421193600
14/01/2015,14/01/2015 01:00,8.2,245,5,65.50746919,3,1,1421197200
14/01/2015,14/01/2015 02:00,6.7,245.3740791,5,65.50746919,3,2,1421200800
14/01/2015,14/01/2015 03:00,5.95,240,4.5,72.92580385,3,3,1421204400
14/01/2015,14/01/2015 04:00,3.85,230.6559968,4.5,72.92580385,3,4,1421208000
14/01/2015,14/01/2015 05:00,4.9,215.8183494,5,70.40306007,3,5,1421211600
14/01/2015,14/01/2015 06:00,6.45,245.1942912,5,70.40306007,3,6,1421215200
14/01/2015,14/01/2015 07:00,8.5,245.7666073,4.5,67.85706707,3,7,1421218800
14/01/2015,14/01/2015 08:00,7.2,250.7015477,4,70.20666495,3,8,1421222400
14/01/2015,14/01/2015 09:00,7.95,250,4.5,67.85706707,3,9,1421226000
14/01/2015,14/01/2015 10:00,8.5,260,5,70.40306007,3,10,1421229600
14/01/2015,14/01/2015 11:00,7.45,250,5.5,65.77732914,3,11,1421233200
14/01/2015,14/01/2015 12:00,7.45,250,6.5,59.13171846,3,12,1421236800
14/01/2015,14/01/2015 13:00,6.7,250,7,57.11183872,3,13,1421240400
14/01/2015,14/01/2015 14:00,6.2,225.4042458,7,55.10523574,3,14,1421244000
