,date,date_end,o3
3204,16/05/2015 23:00,17/05/2015 00:00,47.14243
3205,17/05/2015 00:00,17/05/2015 01:00,41.01829
3206,17/05/2015 01:00,17/05/2015 02:00,28.99353
3207,17/05/2015 02:00,17/05/2015 03:00,33.9733
3208,17/05/2015 03:00,17/05/2015 04:00,36.13115
3209,17/05/2015 04:00,17/05/2015 05:00,36.96086
3210,17/05/2015 05:00,17/05/2015 06:00,33.86254
3211,17/05/2015 06:00,17/05/2015 07:00,33.41999
3212,17/05/2015 07:00,17/05/2015 08:00,47.58447
3213,17/05/2015 08:00,17/05/2015 09:00,55.66257
3214,17/05/2015 09:00,17/05/2015 10:00,68.11224
3215,17/05/2015 10:00,17/05/2015 11:00,68.94196
3216,17/05/2015 11:00,17/05/2015 12:00,73.1469
3217,17/05/2015 12:00,17/05/2015 13:00,69.99319
3218,17/05/2015 13:00,17/05/2015 14:00,80.17425
3219,17/05/2015 14:00,17/05/2015 15:00,68.99734
3220,17/05/2015 15:00,17/05/2015 16:00,79.06764
3221,17/05/2015 16:00,17/05/2015 17:00,75.85855
3222,17/05/2015 17:00,17/05/2015 18:00,63.13247
3223,17/05/2015 18:00,17/05/2015 19:00,67.6697
3224,17/05/2015 19:00,17/05/2015 20:00,68.00148
3225,17/05/2015 20:00,17/05/2015 21:00,65.51135
3226,17/05/2015 21:00,17/05/2015 22:00,62.02536
3227,17/05/2015 22:00,17/05/2015 23:00,60.97462
3228,17/05/2015 23:00,18/05/2015 00:00,61.52793
3229,18/05/2015 00:00,18/05/2015 01:00,58.3556
3230,18/05/2015 01:00,18/05/2015 02:00,71.782
3231,18/05/2015 02:00,18/05/2015 03:00,66.06515
3232,18/05/2015 03:00,18/05/2015 04:00,66.72922
3233,18/05/2015 04:00,18/05/2015 05:00,68.11274
3234,18/05/2015 05:00,18/05/2015 06:00,63.96219
3235,18/05/2015 06:00,18/05/2015 07:00,53.17343
3236,18/05/2015 07:00,18/05/2015 08:00,43.37903
3237,18/05/2015 08:00,18/05/2015 09:00,33.64102
3238,18/05/2015 09:00,18/05/2015 10:00,24.84397
3239,18/05/2015 10:00,18/05/2015 11:00,26.83468
3240,18/05/2015 11:00,18/05/2015 12:00,34.85839
3241,18/05/2015 12:00,18/05/2015 13:00,55.71745
3242,18/05/2015 13:00,18/05/2015 14:00,60.53208
3243,18/05/2015 14:00,18/05/2015 15:00,53.22831
3244,18/05/2015 15:00,18/05/2015 16:00,62.41302
3245,18/05/2015 16:00,18/05/2015 17:00,60.42131
3246,18/05/2015 17:00,18/05/2015 18:00,65.89901
3247,18/05/2015 18:00,18/05/2015 19:00,59.42496
3248,18/05/2015 19:00,18/05/2015 20:00,50.9597
3249,18/05/2015 20:00,18/05/2015 21:00,59.25932
3250,18/05/2015 21:00,18/05/2015 22:00,51.56789
3251,18/05/2015 22:00,18/05/2015 23:00,51.12634
3252,18/05/2015 23:00,19/05/2015 00:00,57.48863
3253,19/05/2015 00:00,19/05/2015 01:00,61.67511
3254,19/05/2015 01:00,19/05/2015 02:00,63.07743
3255,19/05/2015 02:00,19/05/2015 03:00,59.70186
3256,19/05/2015 03:00,19/05/2015 04:00,56.04973
3257,19/05/2015 04:00,19/05/2015 05:00,51.56889
3258,19/05/2015 05:00,19/05/2015 06:00,49.74232
3259,19/05/2015 06:00,19/05/2015 07:00,42.27242
3260,19/05/2015 07:00,19/05/2015 08:00,43.26877
3261,19/05/2015 08:00,19/05/2015 09:00,48.46907
3262,19/05/2015 09:00,19/05/2015 10:00,46.14657
3263,19/05/2015 10:00,19/05/2015 11:00,39.28536
3264,19/05/2015 11:00,19/05/2015 12:00,48.69109
3265,19/05/2015 12:00,19/05/2015 13:00,50.24025
3266,19/05/2015 13:00,19/05/2015 14:00,25.28602
3267,19/05/2015 14:00,19/05/2015 15:00,48.3593
3268,19/05/2015 15:00,19/05/2015 16:00,39.61714
3269,19/05/2015 16:00,19/05/2015 17:00,46.42248
3270,19/05/2015 17:00,19/05/2015 18:00,32.31288
3271,19/05/2015 18:00,19/05/2015 19:00,39.22948
3272,19/05/2015 19:00,19/05/2015 20:00,34.41585
3273,19/05/2015 20:00,19/05/2015 21:00,35.08042
3274,19/05/2015 21:00,19/05/2015 22:00,28.88227
3275,19/05/2015 22:00,19/05/2015 23:00,28.32946
3276,19/05/2015 23:00,20/05/2015 00:00,36.40756
3277,20/05/2015 00:00,20/05/2015 01:00,40.87127
3278,20/05/2015 01:00,20/05/2015 02:00,46.33084
3279,20/05/2015 02:00,20/05/2015 03:00,41.82987
3280,20/05/2015 03:00,20/05/2015 04:00,38.45514
3281,20/05/2015 04:00,20/05/2015 05:00,29.15917
3282,20/05/2015 05:00,20/05/2015 06:00,28.4956
3283,20/05/2015 06:00,20/05/2015 07:00,17.98275
3284,20/05/2015 07:00,20/05/2015 08:00,21.3026
3285,20/05/2015 08:00,20/05/2015 09:00,19.08887
3286,20/05/2015 09:00,20/05/2015 10:00,29.9345
3287,20/05/2015 10:00,20/05/2015 11:00,38.0121
3288,20/05/2015 11:00,20/05/2015 12:00,38.73155
3289,20/05/2015 12:00,20/05/2015 13:00,32.86668
3290,20/05/2015 13:00,20/05/2015 14:00,33.6969
3291,20/05/2015 14:00,20/05/2015 15:00,24.45581
3292,20/05/2015 15:00,20/05/2015 16:00,37.01674
3293,20/05/2015 16:00,20/05/2015 17:00,31.26164
3294,20/05/2015 17:00,20/05/2015 18:00,32.14724
3295,20/05/2015 18:00,20/05/2015 19:00,29.6571
3296,20/05/2015 19:00,20/05/2015 20:00,36.46294
3297,20/05/2015 20:00,20/05/2015 21:00,18.53556
3298,20/05/2015 21:00,20/05/2015 22:00,17.09666
3299,20/05/2015 22:00,20/05/2015 23:00,25.28552
3300,20/05/2015 23:00,21/05/2015 00:00,15.93467
3301,21/05/2015 00:00,21/05/2015 01:00,4.27878
3302,21/05/2015 01:00,21/05/2015 02:00,2.13939
3303,21/05/2015 02:00,21/05/2015 03:00,10.18156
3304,21/05/2015 03:00,21/05/2015 04:00,10.51335
3305,21/05/2015 04:00,21/05/2015 05:00,4.86901
3306,21/05/2015 05:00,21/05/2015 06:00,8.3555
3307,21/05/2015 06:00,21/05/2015 07:00,8.57652
3308,21/05/2015 07:00,21/05/2015 08:00,9.35085
3309,21/05/2015 08:00,21/05/2015 09:00,18.97861
3310,21/05/2015 09:00,21/05/2015 10:00,36.96036
3311,21/05/2015 10:00,21/05/2015 11:00,49.7977
3312,21/05/2015 11:00,21/05/2015 12:00,55.55181
3313,21/05/2015 12:00,21/05/2015 13:00,64.7919
3314,21/05/2015 13:00,21/05/2015 14:00,74.58629
3315,21/05/2015 14:00,21/05/2015 15:00,83.27308
3316,21/05/2015 15:00,21/05/2015 16:00,76.3011
3317,21/05/2015 16:00,21/05/2015 17:00,74.47553
3318,21/05/2015 17:00,21/05/2015 18:00,74.14325
3319,21/05/2015 18:00,21/05/2015 19:00,57.82092
3320,21/05/2015 19:00,21/05/2015 20:00,68.27789
3321,21/05/2015 20:00,21/05/2015 21:00,52.28734
3322,21/05/2015 21:00,21/05/2015 22:00,42.54932
3323,21/05/2015 22:00,21/05/2015 23:00,40.44685
3324,21/05/2015 23:00,22/05/2015 00:00,43.7672
3325,22/05/2015 00:00,22/05/2015 01:00,44.70767
3326,22/05/2015 01:00,22/05/2015 02:00,48.98645
3327,22/05/2015 02:00,22/05/2015 03:00,42.54882
3328,22/05/2015 03:00,22/05/2015 04:00,46.53274
3329,22/05/2015 04:00,22/05/2015 05:00,32.14724
3330,22/05/2015 05:00,22/05/2015 06:00,26.22699
3331,22/05/2015 06:00,22/05/2015 07:00,14.88393
3332,22/05/2015 07:00,22/05/2015 08:00,17.42895
3333,22/05/2015 08:00,22/05/2015 09:00,27.38899
3334,22/05/2015 09:00,22/05/2015 10:00,40.33659
3335,22/05/2015 10:00,22/05/2015 11:00,48.02702
3336,22/05/2015 11:00,22/05/2015 12:00,45.92455
3337,22/05/2015 12:00,22/05/2015 13:00,31.70469
3338,22/05/2015 13:00,22/05/2015 14:00,23.903
3339,22/05/2015 14:00,22/05/2015 15:00,23.46045
3340,22/05/2015 15:00,22/05/2015 16:00,19.08937
3341,22/05/2015 16:00,22/05/2015 17:00,33.03283
3342,22/05/2015 17:00,22/05/2015 18:00,22.40922
3343,22/05/2015 18:00,22/05/2015 19:00,16.82026
3344,22/05/2015 19:00,22/05/2015 20:00,5.36694
3345,22/05/2015 20:00,22/05/2015 21:00,8.6314
3346,22/05/2015 21:00,22/05/2015 22:00,8.13348
3347,22/05/2015 22:00,22/05/2015 23:00,5.86536
3348,22/05/2015 23:00,23/05/2015 00:00,10.0703
3349,23/05/2015 00:00,23/05/2015 01:00,15.935
3350,23/05/2015 01:00,23/05/2015 02:00,18.00121
3351,23/05/2015 02:00,23/05/2015 03:00,12.00713
3352,23/05/2015 03:00,23/05/2015 04:00,16.21157
3353,23/05/2015 04:00,23/05/2015 05:00,16.71
3354,23/05/2015 05:00,23/05/2015 06:00,16.04593
3355,23/05/2015 06:00,23/05/2015 07:00,11.89637
3356,23/05/2015 07:00,23/05/2015 08:00,14.99469
3357,23/05/2015 08:00,23/05/2015 09:00,14.66291
3358,23/05/2015 09:00,23/05/2015 10:00,14.88393
3359,23/05/2015 10:00,23/05/2015 11:00,11.5087
3360,23/05/2015 11:00,23/05/2015 12:00,9.68314
3361,23/05/2015 12:00,23/05/2015 13:00,16.93052
3362,23/05/2015 13:00,23/05/2015 14:00,35.02404
3363,23/05/2015 14:00,23/05/2015 15:00,43.82158
3364,23/05/2015 15:00,23/05/2015 16:00,42.0509
3365,23/05/2015 16:00,23/05/2015 17:00,43.21339
3366,23/05/2015 17:00,23/05/2015 18:00,47.91626
3367,23/05/2015 18:00,23/05/2015 19:00,51.51351
3368,23/05/2015 19:00,23/05/2015 20:00,54.83286
3369,23/05/2015 20:00,23/05/2015 21:00,53.89188
3370,23/05/2015 21:00,23/05/2015 22:00,52.45348
3371,23/05/2015 22:00,23/05/2015 23:00,51.78991
3372,23/05/2015 23:00,24/05/2015 00:00,42.21754
3373,24/05/2015 00:00,24/05/2015 01:00,46.257
3374,24/05/2015 01:00,24/05/2015 02:00,42.56762
3375,24/05/2015 02:00,24/05/2015 03:00,56.60354
3376,24/05/2015 03:00,24/05/2015 04:00,59.42546
3377,24/05/2015 04:00,24/05/2015 05:00,56.54866
3378,24/05/2015 05:00,24/05/2015 06:00,52.95141
3379,24/05/2015 06:00,24/05/2015 07:00,52.28734
3380,24/05/2015 07:00,24/05/2015 08:00,57.82042
3381,24/05/2015 08:00,24/05/2015 09:00,58.59525
3382,24/05/2015 09:00,24/05/2015 10:00,58.59525
3383,24/05/2015 10:00,24/05/2015 11:00,55.77333
3384,24/05/2015 11:00,24/05/2015 12:00,59.42546
3385,24/05/2015 12:00,24/05/2015 13:00,55.16464
3386,24/05/2015 13:00,24/05/2015 14:00,50.01923
3387,24/05/2015 14:00,24/05/2015 15:00,32.59028
3388,24/05/2015 15:00,24/05/2015 16:00,24.78809
3389,24/05/2015 16:00,24/05/2015 17:00,24.34505
3390,24/05/2015 17:00,24/05/2015 18:00,26.00497
3391,24/05/2015 18:00,24/05/2015 19:00,22.96153
3392,24/05/2015 19:00,24/05/2015 20:00,20.19599
3393,24/05/2015 20:00,24/05/2015 21:00,17.26281
3394,24/05/2015 21:00,24/05/2015 22:00,15.21572
3395,24/05/2015 22:00,24/05/2015 23:00,23.01791
3396,24/05/2015 23:00,25/05/2015 00:00,29.21505
3397,25/05/2015 00:00,25/05/2015 01:00,40.87061
3398,25/05/2015 01:00,25/05/2015 02:00,53.8553
3399,25/05/2015 02:00,25/05/2015 03:00,49.2444
3400,25/05/2015 03:00,25/05/2015 04:00,51.12584
3401,25/05/2015 04:00,25/05/2015 05:00,50.51715
3402,25/05/2015 05:00,25/05/2015 06:00,47.86138
3403,25/05/2015 06:00,25/05/2015 07:00,49.18902
3404,25/05/2015 07:00,25/05/2015 08:00,43.54518
3405,25/05/2015 08:00,25/05/2015 09:00,48.52545
3406,25/05/2015 09:00,25/05/2015 10:00,51.84529
3407,25/05/2015 10:00,25/05/2015 11:00,56.99071
3408,25/05/2015 11:00,25/05/2015 12:00,54.50107
3409,25/05/2015 12:00,25/05/2015 13:00,56.49278
3410,25/05/2015 13:00,25/05/2015 14:00,53.39396
3411,25/05/2015 14:00,25/05/2015 15:00,51.18072
3412,25/05/2015 15:00,25/05/2015 16:00,50.51715
3413,25/05/2015 16:00,25/05/2015 17:00,48.74597
3414,25/05/2015 17:00,25/05/2015 18:00,38.12336
3415,25/05/2015 18:00,25/05/2015 19:00,36.35217
3416,25/05/2015 19:00,25/05/2015 20:00,32.42414
3417,25/05/2015 20:00,25/05/2015 21:00,30.43193
3418,25/05/2015 21:00,25/05/2015 22:00,33.53075
3419,25/05/2015 22:00,25/05/2015 23:00,30.93036
3420,25/05/2015 23:00,26/05/2015 00:00,34.30509
3421,26/05/2015 00:00,26/05/2015 01:00,42.78914
3422,26/05/2015 01:00,26/05/2015 02:00,41.23981
3423,26/05/2015 02:00,26/05/2015 03:00,45.53689
3424,26/05/2015 03:00,26/05/2015 04:00,42.43856
3425,26/05/2015 04:00,26/05/2015 05:00,37.79107
3426,26/05/2015 05:00,26/05/2015 06:00,28.93815
3427,26/05/2015 06:00,26/05/2015 07:00,21.35798
3428,26/05/2015 07:00,26/05/2015 08:00,23.18355
3429,26/05/2015 08:00,26/05/2015 09:00,27.99768
3430,26/05/2015 09:00,26/05/2015 10:00,41.00016
3431,26/05/2015 10:00,26/05/2015 11:00,42.10678
3432,26/05/2015 11:00,26/05/2015 12:00,48.69059
3433,26/05/2015 12:00,26/05/2015 13:00,43.21289
3434,26/05/2015 13:00,26/05/2015 14:00,42.82623
3435,26/05/2015 14:00,26/05/2015 15:00,47.75062
3436,26/05/2015 15:00,26/05/2015 16:00,35.46708
3437,26/05/2015 16:00,26/05/2015 17:00,40.77914
3438,26/05/2015 17:00,26/05/2015 18:00,33.47487
3439,26/05/2015 18:00,26/05/2015 19:00,31.26214
3440,26/05/2015 19:00,26/05/2015 20:00,26.44851
3441,26/05/2015 20:00,26/05/2015 21:00,28.32946
3442,26/05/2015 21:00,26/05/2015 22:00,24.56707
3443,26/05/2015 22:00,26/05/2015 23:00,23.73686
3444,26/05/2015 23:00,27/05/2015 00:00,41.11042
3445,27/05/2015 00:00,27/05/2015 01:00,45.8878
3446,27/05/2015 01:00,27/05/2015 02:00,57.24865
3447,27/05/2015 02:00,27/05/2015 03:00,55.16464
3448,27/05/2015 03:00,27/05/2015 04:00,44.9282
3449,27/05/2015 04:00,27/05/2015 05:00,35.6891
3450,27/05/2015 05:00,27/05/2015 06:00,31.0965
3451,27/05/2015 06:00,27/05/2015 07:00,21.19134
3452,27/05/2015 07:00,27/05/2015 08:00,27.77565
3453,27/05/2015 08:00,27/05/2015 09:00,36.8501
3454,27/05/2015 09:00,27/05/2015 10:00,40.44635
3455,27/05/2015 10:00,27/05/2015 11:00,52.61962
3456,27/05/2015 11:00,27/05/2015 12:00,53.78162
3457,27/05/2015 12:00,27/05/2015 13:00,58.59525
3458,27/05/2015 13:00,27/05/2015 14:00,72.59359
3459,27/05/2015 14:00,27/05/2015 15:00,84.21355
3460,27/05/2015 15:00,27/05/2015 16:00,73.03713
3461,27/05/2015 16:00,27/05/2015 17:00,69.1081
3462,27/05/2015 17:00,27/05/2015 18:00,72.15204
3463,27/05/2015 18:00,27/05/2015 19:00,64.90366
3464,27/05/2015 19:00,27/05/2015 20:00,62.02586
3465,27/05/2015 20:00,27/05/2015 21:00,55.93947
3466,27/05/2015 21:00,27/05/2015 22:00,53.61548
3467,27/05/2015 22:00,27/05/2015 23:00,55.16514
3468,27/05/2015 23:00,28/05/2015 00:00,55.82871
3469,28/05/2015 00:00,28/05/2015 01:00,73.03663
3470,28/05/2015 01:00,28/05/2015 02:00,70.1595
3471,28/05/2015 02:00,28/05/2015 03:00,67.22715
3472,28/05/2015 03:00,28/05/2015 04:00,65.56723
3473,28/05/2015 04:00,28/05/2015 05:00,59.64648
3474,28/05/2015 05:00,28/05/2015 06:00,44.15387
3475,28/05/2015 06:00,28/05/2015 07:00,23.01741
3476,28/05/2015 07:00,28/05/2015 08:00,41.33195
8642,28/05/2015 08:00,28/05/2015 09:00,44.37539
8643,28/05/2015 09:00,28/05/2015 10:00,35.96501
3477,28/05/2015 10:00,28/05/2015 11:00,41.22168
3478,28/05/2015 11:00,28/05/2015 12:00,55.49693
3479,28/05/2015 12:00,28/05/2015 13:00,53.67086
3480,28/05/2015 13:00,28/05/2015 14:00,65.56673
3481,28/05/2015 14:00,28/05/2015 15:00,59.64648
3482,28/05/2015 15:00,28/05/2015 16:00,66.39744
3483,28/05/2015 16:00,28/05/2015 17:00,71.37621
3484,28/05/2015 17:00,28/05/2015 18:00,67.33741
3485,28/05/2015 18:00,28/05/2015 19:00,62.52329
3486,28/05/2015 19:00,28/05/2015 20:00,60.97412
3487,28/05/2015 20:00,28/05/2015 21:00,51.06996
3488,28/05/2015 21:00,28/05/2015 22:00,49.41004
3489,28/05/2015 22:00,28/05/2015 23:00,45.81379
3490,28/05/2015 23:00,29/05/2015 00:00,43.93234
3491,29/05/2015 00:00,29/05/2015 01:00,44.26463
3492,29/05/2015 01:00,29/05/2015 02:00,45.51859
3493,29/05/2015 02:00,29/05/2015 03:00,47.47371
3494,29/05/2015 03:00,29/05/2015 04:00,49.7977
3495,29/05/2015 04:00,29/05/2015 05:00,52.01143
3496,29/05/2015 05:00,29/05/2015 06:00,52.01094
3497,29/05/2015 06:00,29/05/2015 07:00,44.48565
3498,29/05/2015 07:00,29/05/2015 08:00,45.42662
3499,29/05/2015 08:00,29/05/2015 09:00,50.12949
3500,29/05/2015 09:00,29/05/2015 10:00,48.80185
3501,29/05/2015 10:00,29/05/2015 11:00,41.44271
3502,29/05/2015 11:00,29/05/2015 12:00,46.58812
3503,29/05/2015 12:00,29/05/2015 13:00,55.38616
3504,29/05/2015 13:00,29/05/2015 14:00,51.18122
3505,29/05/2015 14:00,29/05/2015 15:00,52.67451
3506,29/05/2015 15:00,29/05/2015 16:00,49.96385
3507,29/05/2015 16:00,29/05/2015 17:00,31.48317
3508,29/05/2015 17:00,29/05/2015 18:00,33.9733
3509,29/05/2015 18:00,29/05/2015 19:00,34.30509
3510,29/05/2015 19:00,29/05/2015 20:00,31.92521
3511,29/05/2015 20:00,29/05/2015 21:00,25.3414
3512,29/05/2015 21:00,29/05/2015 22:00,8.29962
3513,29/05/2015 22:00,29/05/2015 23:00,6.86122
3514,29/05/2015 23:00,30/05/2015 00:00,11.39794
3515,30/05/2015 00:00,30/05/2015 01:00,15.71348
3516,30/05/2015 01:00,30/05/2015 02:00,20.58365
3517,30/05/2015 02:00,30/05/2015 03:00,19.75294
3518,30/05/2015 03:00,30/05/2015 04:00,23.40507
3519,30/05/2015 04:00,30/05/2015 05:00,22.85126
3520,30/05/2015 05:00,30/05/2015 06:00,23.18355
3521,30/05/2015 06:00,30/05/2015 07:00,22.07643
3522,30/05/2015 07:00,30/05/2015 08:00,25.83983
3523,30/05/2015 08:00,30/05/2015 09:00,31.59393
3524,30/05/2015 09:00,30/05/2015 10:00,41.55297
3525,30/05/2015 10:00,30/05/2015 11:00,48.13778
3526,30/05/2015 11:00,30/05/2015 12:00,46.25634
3527,30/05/2015 12:00,30/05/2015 13:00,49.02287
3528,30/05/2015 13:00,30/05/2015 14:00,62.74481
3529,30/05/2015 14:00,30/05/2015 15:00,67.89072
3530,30/05/2015 15:00,30/05/2015 16:00,70.93416
3531,30/05/2015 16:00,30/05/2015 17:00,66.78411
3532,30/05/2015 17:00,30/05/2015 18:00,60.14441
3533,30/05/2015 18:00,30/05/2015 19:00,57.32249
3534,30/05/2015 19:00,30/05/2015 20:00,58.65063
3535,30/05/2015 20:00,30/05/2015 21:00,57.93118
3536,30/05/2015 21:00,30/05/2015 22:00,54.83286
3537,30/05/2015 22:00,30/05/2015 23:00,52.45348
3538,30/05/2015 23:00,31/05/2015 00:00,54.77748
3539,31/05/2015 00:00,31/05/2015 01:00,53.41292
3540,31/05/2015 01:00,31/05/2015 02:00,49.72353
3541,31/05/2015 02:00,31/05/2015 03:00,51.40275
3542,31/05/2015 03:00,31/05/2015 04:00,45.31636
3543,31/05/2015 04:00,31/05/2015 05:00,45.37124
3544,31/05/2015 05:00,31/05/2015 06:00,51.51301
3545,31/05/2015 06:00,31/05/2015 07:00,47.86088
3546,31/05/2015 07:00,31/05/2015 08:00,42.43906
3547,31/05/2015 08:00,31/05/2015 09:00,37.45879
3548,31/05/2015 09:00,31/05/2015 10:00,31.20626
3549,31/05/2015 10:00,31/05/2015 11:00,28.27408
3550,31/05/2015 11:00,31/05/2015 12:00,23.95838
3551,31/05/2015 12:00,31/05/2015 13:00,22.96153
3552,31/05/2015 13:00,31/05/2015 14:00,27.88691
3553,31/05/2015 14:00,31/05/2015 15:00,35.63273
3554,31/05/2015 15:00,31/05/2015 16:00,44.98408
3555,31/05/2015 16:00,31/05/2015 17:00,44.59641
3556,31/05/2015 17:00,31/05/2015 18:00,52.34272
3557,31/05/2015 18:00,31/05/2015 19:00,50.07411
3558,31/05/2015 19:00,31/05/2015 20:00,48.80135
3559,31/05/2015 20:00,31/05/2015 21:00,18.20378
3560,31/05/2015 21:00,31/05/2015 22:00,17.76123
3561,31/05/2015 22:00,31/05/2015 23:00,33.6964
3562,31/05/2015 23:00,01/06/2015 00:00,41.55297
3563,01/06/2015 00:00,01/06/2015 01:00,43.3792
3564,01/06/2015 01:00,01/06/2015 02:00,43.08384
3565,01/06/2015 02:00,01/06/2015 03:00,45.31586
3566,01/06/2015 03:00,01/06/2015 04:00,43.65594
3567,01/06/2015 04:00,01/06/2015 05:00,42.38318
3568,01/06/2015 05:00,01/06/2015 06:00,34.58199
3569,01/06/2015 06:00,01/06/2015 07:00,27.22235
3570,01/06/2015 07:00,01/06/2015 08:00,32.5339
3571,01/06/2015 08:00,01/06/2015 09:00,46.58862
3572,01/06/2015 09:00,01/06/2015 10:00,50.07411
3573,01/06/2015 10:00,01/06/2015 11:00,48.80185
3574,01/06/2015 11:00,01/06/2015 12:00,54.05803
3575,01/06/2015 12:00,01/06/2015 13:00,55.93897
3576,01/06/2015 13:00,01/06/2015 14:00,60.69822
3577,01/06/2015 14:00,01/06/2015 15:00,62.52378
3578,01/06/2015 15:00,01/06/2015 16:00,59.97827
3579,01/06/2015 16:00,01/06/2015 17:00,57.32249
3580,01/06/2015 17:00,01/06/2015 18:00,58.26346
3581,01/06/2015 18:00,01/06/2015 19:00,60.7531
3582,01/06/2015 19:00,01/06/2015 20:00,59.3147
3583,01/06/2015 20:00,01/06/2015 21:00,68.33377
3584,01/06/2015 21:00,01/06/2015 22:00,72.42794
3585,01/06/2015 22:00,01/06/2015 23:00,73.86684
3586,01/06/2015 23:00,02/06/2015 00:00,77.79488
3587,02/06/2015 00:00,02/06/2015 01:00,80.41407
3588,02/06/2015 01:00,02/06/2015 02:00,78.34852
3589,02/06/2015 02:00,02/06/2015 03:00,77.13131
3590,02/06/2015 03:00,02/06/2015 04:00,72.81561
3591,02/06/2015 04:00,02/06/2015 05:00,65.67799
3592,02/06/2015 05:00,02/06/2015 06:00,55.88409
3593,02/06/2015 06:00,02/06/2015 07:00,44.65179
3594,02/06/2015 07:00,02/06/2015 08:00,34.63737
3595,02/06/2015 08:00,02/06/2015 09:00,29.43608
3596,02/06/2015 09:00,02/06/2015 10:00,29.76786
3597,02/06/2015 10:00,02/06/2015 11:00,30.65295
3598,02/06/2015 11:00,02/06/2015 12:00,32.64566
3599,02/06/2015 12:00,02/06/2015 13:00,27.83103
3600,02/06/2015 13:00,02/06/2015 14:00,32.92207
3601,02/06/2015 14:00,02/06/2015 15:00,41.66423
3602,02/06/2015 15:00,02/06/2015 16:00,47.47371
3603,02/06/2015 16:00,02/06/2015 17:00,50.18487
3604,02/06/2015 17:00,02/06/2015 18:00,46.81014
3605,02/06/2015 18:00,02/06/2015 19:00,44.20925
3606,02/06/2015 19:00,02/06/2015 20:00,44.37489
3607,02/06/2015 20:00,02/06/2015 21:00,41.82987
3608,02/06/2015 21:00,02/06/2015 22:00,38.2885
3609,02/06/2015 22:00,02/06/2015 23:00,39.67252
3610,02/06/2015 23:00,03/06/2015 00:00,48.46957
3611,03/06/2015 00:00,03/06/2015 01:00,46.99474
3612,03/06/2015 01:00,03/06/2015 02:00,49.35499
3613,03/06/2015 02:00,03/06/2015 03:00,50.29513
3614,03/06/2015 03:00,03/06/2015 04:00,49.85309
3615,03/06/2015 04:00,03/06/2015 05:00,47.36295
3616,03/06/2015 05:00,03/06/2015 06:00,44.81793
3617,03/06/2015 06:00,03/06/2015 07:00,41.71911
3618,03/06/2015 07:00,03/06/2015 08:00,38.2885
3619,03/06/2015 08:00,03/06/2015 09:00,39.34024
3620,03/06/2015 09:00,03/06/2015 10:00,40.00431
3621,03/06/2015 10:00,03/06/2015 11:00,49.2439
3622,03/06/2015 11:00,03/06/2015 12:00,50.84894
3623,03/06/2015 12:00,03/06/2015 13:00,54.77748
3624,03/06/2015 13:00,03/06/2015 14:00,55.16464
3625,03/06/2015 14:00,03/06/2015 15:00,49.7977
3626,03/06/2015 15:00,03/06/2015 16:00,63.13297
3627,03/06/2015 16:00,03/06/2015 17:00,54.50057
3628,03/06/2015 17:00,03/06/2015 18:00,54.33443
3629,03/06/2015 18:00,03/06/2015 19:00,55.10926
3630,03/06/2015 19:00,03/06/2015 20:00,52.95141
3631,03/06/2015 20:00,03/06/2015 21:00,43.32365
3632,03/06/2015 21:00,03/06/2015 22:00,32.64516
3633,03/06/2015 22:00,03/06/2015 23:00,8.68678
3634,03/06/2015 23:00,04/06/2015 00:00,18.1484
3635,04/06/2015 00:00,04/06/2015 01:00,26.7803
3636,04/06/2015 01:00,04/06/2015 02:00,13.64793
3637,04/06/2015 02:00,04/06/2015 03:00,2.21273
3638,04/06/2015 03:00,04/06/2015 04:00,1.1615
3639,04/06/2015 04:00,04/06/2015 05:00,1.32764
3640,04/06/2015 05:00,04/06/2015 06:00,1.82557
3641,04/06/2015 06:00,04/06/2015 07:00,4.70337
3642,04/06/2015 07:00,04/06/2015 08:00,10.23644
3643,04/06/2015 08:00,04/06/2015 09:00,16.43309
3644,04/06/2015 09:00,04/06/2015 10:00,30.98524
3645,04/06/2015 10:00,04/06/2015 11:00,54.88774
3646,04/06/2015 11:00,04/06/2015 12:00,68.27789
3647,04/06/2015 12:00,04/06/2015 13:00,58.31884
3648,04/06/2015 13:00,04/06/2015 14:00,62.52329
3649,04/06/2015 14:00,04/06/2015 15:00,68.22301
3650,04/06/2015 15:00,04/06/2015 16:00,71.15569
3651,04/06/2015 16:00,04/06/2015 17:00,58.87265
3652,04/06/2015 17:00,04/06/2015 18:00,56.99071
3653,04/06/2015 18:00,04/06/2015 19:00,60.97462
3654,04/06/2015 19:00,04/06/2015 20:00,40.44635
3655,04/06/2015 20:00,04/06/2015 21:00,32.81081
3656,04/06/2015 21:00,04/06/2015 22:00,29.21505
3657,04/06/2015 22:00,04/06/2015 23:00,21.46824
3658,04/06/2015 23:00,05/06/2015 00:00,20.02984
3659,05/06/2015 00:00,05/06/2015 01:00,12.02542
3660,05/06/2015 01:00,05/06/2015 02:00,11.21384
3661,05/06/2015 02:00,05/06/2015 03:00,10.18057
3662,05/06/2015 03:00,05/06/2015 04:00,8.13348
3663,05/06/2015 04:00,05/06/2015 05:00,3.15371
3664,05/06/2015 05:00,05/06/2015 06:00,2.54502
3665,05/06/2015 06:00,05/06/2015 07:00,3.65213
3666,05/06/2015 07:00,05/06/2015 08:00,5.4782
3667,05/06/2015 08:00,05/06/2015 09:00,9.51749
