date,day,wd,ws,air_temp,RH,weekday,hour,date_unix
01/01/2015 00:00,01/01/2015,225,5.1,6,78.53790264,4,0,1420070400
01/01/2015 01:00,01/01/2015,215.2583865,4.85,6.5,81.35984248,4,1,1420074000
01/01/2015 02:00,01/01/2015,220,4.1,7,81.42476266,4,2,1420077600
01/01/2015 03:00,01/01/2015,210,4.85,7,87.24885993,4,3,1420081200
01/01/2015 04:00,01/01/2015,220,4.6,8,81.55281966,4,4,1420084800
01/01/2015 05:00,01/01/2015,214.7215171,5.4,8,87.33952994,4,5,1420088400
01/01/2015 06:00,01/01/2015,224.1442315,6.15,8,87.33952994,4,6,1420092000
01/01/2015 07:00,01/01/2015,215,6.7,8.5,84.50932979,4,7,1420095600
01/01/2015 08:00,01/01/2015,200,5.4,8,87.33952994,4,8,1420099200
01/01/2015 09:00,01/01/2015,214.4590739,6.95,9,81.67912964,4,9,1420102800
01/01/2015 10:00,01/01/2015,210,7.2,9,81.67912964,4,10,1420106400
01/01/2015 11:00,01/01/2015,210,7.7,9,84.55402563,4,11,1420110000
01/01/2015 12:00,01/01/2015,220,6.95,9,87.42892162,4,12,1420113600
01/01/2015 13:00,01/01/2015,215.1576327,7.95,9,87.42892162,4,13,1420117200
01/01/2015 14:00,01/01/2015,220,7.7,10,81.80372798,4,14,1420120800
01/01/2015 15:00,01/01/2015,220,8.5,10,84.66039488,4,15,1420124400
01/01/2015 16:00,01/01/2015,220,7.7,10,84.66039488,4,16,1420128000
01/01/2015 17:00,01/01/2015,220,7.95,10.5,79.18881655,4,17,1420131600
01/01/2015 18:00,01/01/2015,220,9.55,11,76.57390512,4,18,1420135200
01/01/2015 19:00,01/01/2015,220,8.75,11,79.2502771,4,19,1420138800
01/01/2015 20:00,01/01/2015,225.2694997,9.3,11,81.92664909,4,20,1420142400
01/01/2015 21:00,01/01/2015,225.7666073,8.5,11,87.60397647,4,21,1420146000
01/01/2015 22:00,01/01/2015,225.2694997,9.3,12,84.86880875,4,22,1420149600
01/01/2015 23:00,01/01/2015,230,9.3,13,82.16759276,4,23,1420153200
02/01/2015 00:00,02/01/2015,240,8.5,13,82.16759276,5,0,1420156800
02/01/2015 01:00,02/01/2015,240,8.2,13,87.7742301,5,1,1420160400
02/01/2015 02:00,02/01/2015,245.3254985,7.7,13,87.7742301,5,2,1420164000
02/01/2015 03:00,02/01/2015,255.348102,7.2,13,90.74351404,5,3,1420167600
02/01/2015 04:00,02/01/2015,265.348102,7.2,13,79.5222237,5,4,1420171200
02/01/2015 05:00,02/01/2015,280,9.55,11.5,67.00769345,5,5,1420174800
02/01/2015 06:00,02/01/2015,284.651898,7.2,11,62.30610241,5,6,1420178400
02/01/2015 07:00,02/01/2015,290,7.45,10,54.00447377,5,7,1420182000
02/01/2015 08:00,02/01/2015,280,7.7,10,57.85549122,5,8,1420185600
02/01/2015 09:00,02/01/2015,280,8,9,55.6177651,5,9,1420189200
02/01/2015 10:00,02/01/2015,270,6.45,9,59.73141272,5,10,1420192800
02/01/2015 11:00,02/01/2015,270,6.7,9,55.6177651,5,11,1420196400
02/01/2015 12:00,02/01/2015,270,7.7,9,51.75417909,5,12,1420200000
02/01/2015 13:00,02/01/2015,270,8.25,9,51.75417909,5,13,1420203600
02/01/2015 14:00,02/01/2015,270,7.7,9,53.6251367,5,14,1420207200
02/01/2015 15:00,02/01/2015,270,5.95,8.5,55.4938305,5,15,1420210800
02/01/2015 16:00,02/01/2015,255.2583865,4.85,8,57.36252431,5,16,1420214400
02/01/2015 17:00,02/01/2015,239.2566949,3.6,7.5,59.37525319,5,17,1420218000
02/01/2015 18:00,02/01/2015,230.5806003,4.35,7,65.94169299,5,18,1420221600
02/01/2015 19:00,02/01/2015,234.1915486,3.1,6,70.59691358,5,19,1420225200
02/01/2015 20:00,02/01/2015,240,4.1,6,70.59691358,5,20,1420228800
02/01/2015 21:00,02/01/2015,245,3.6,6,70.59691358,5,21,1420232400
02/01/2015 22:00,02/01/2015,240,3.85,6,68.16142266,5,22,1420236000
02/01/2015 23:00,02/01/2015,230,3.35,6,70.59691358,5,23,1420239600
03/01/2015 00:00,03/01/2015,250,3.85,6,68.16142266,6,0,1420243200
03/01/2015 01:00,03/01/2015,220,3.1,6,65.72593174,6,1,1420246800
03/01/2015 02:00,03/01/2015,220,4.6,7,63.66483754,6,2,1420250400
03/01/2015 03:00,03/01/2015,230.6559968,3.85,7,65.94169299,6,3,1420254000
03/01/2015 04:00,03/01/2015,300,2.55,6,75.94591794,6,4,1420257600
03/01/2015 06:00,03/01/2015,50,1.25,5,93.33584657,6,6,1420261200
03/01/2015 07:00,03/01/2015,96.61658095,3.1,5,93.33584657,6,7,1420264800
03/01/2015 08:00,03/01/2015,89.41939966,4.35,5,93.33584657,6,8,1420268400
03/01/2015 09:00,03/01/2015,75,4.6,5,93.33584657,6,9,1420272000
03/01/2015 10:00,03/01/2015,90,6.2,5,100,6,10,1420275600
03/01/2015 11:00,03/01/2015,100,5.95,5.5,96.69270902,6,11,1420279200
03/01/2015 12:00,03/01/2015,75.32009854,3.1,6,93.38541803,6,12,1420282800
03/01/2015 13:00,03/01/2015,345.5620539,2.85,6,100,6,13,1420286400
03/01/2015 14:00,03/01/2015,10,3.6,6,93.38541803,6,14,1420290000
03/01/2015 15:00,03/01/2015,20,3.85,6,93.38541803,6,15,1420293600
03/01/2015 16:00,03/01/2015,355,3.6,5.5,87.11022895,6,16,1420297200
03/01/2015 17:00,03/01/2015,360,2.3,5,87.06357387,6,17,1420300800
03/01/2015 19:00,03/01/2015,290,1.5,4,86.96890025,6,19,1420304400
03/01/2015 20:00,03/01/2015,300,2.55,4,90.12721352,6,20,1420308000
03/01/2015 21:00,03/01/2015,266.3446322,2.05,3,90.05363739,6,21,1420311600
03/01/2015 22:00,03/01/2015,295,3.1,4,86.96890025,6,22,1420315200
03/01/2015 23:00,03/01/2015,301.0746391,2.35,3,93.23444164,6,23,1420318800
04/01/2015 00:00,04/01/2015,290,1.5,3,93.23444164,7,0,1420408800
04/01/2015 01:00,04/01/2015,230,1.25,3,93.23444164,7,1,1420412400
04/01/2015 04:00,04/01/2015,228.3166858,1.8,2,93.18257353,7,4,1420329600
04/01/2015 05:00,04/01/2015,250,1,2,93.18257353,7,5,1420333200
04/01/2015 06:00,04/01/2015,215,2.1,1,100,7,6,1420336800
04/01/2015 07:00,04/01/2015,230,2.1,1,100,7,7,1420340400
04/01/2015 08:00,04/01/2015,225.5332539,2.35,1.5,96.59128677,7,8,1420344000
04/01/2015 09:00,04/01/2015,230,2.6,2,100,7,9,1420347600
04/01/2015 10:00,04/01/2015,230,3.35,3,93.23444164,7,10,1420351200
04/01/2015 11:00,04/01/2015,234.6259209,3.35,2,100,7,11,1420354800
04/01/2015 12:00,04/01/2015,230,3.6,2,96.59128677,7,12,1420358400
04/01/2015 13:00,04/01/2015,248.2547215,4.1,3,86.87283314,7,13,1420362000
04/01/2015 14:00,04/01/2015,220,2.35,2.5,90.02770334,7,14,1420365600
04/01/2015 15:00,04/01/2015,239.3011699,3.1,2,93.18257353,7,15,1420369200
04/01/2015 16:00,04/01/2015,229.2461038,3.35,3,93.23444164,7,16,1420372800
04/01/2015 17:00,04/01/2015,225,3.1,3,93.23444164,7,17,1420376400
04/01/2015 18:00,04/01/2015,210,1.8,3,93.23444164,7,18,1420380000
04/01/2015 19:00,04/01/2015,185,2.1,3,93.23444164,7,19,1420383600
04/01/2015 21:00,04/01/2015,110,1.25,3,93.23444164,7,21,1420387200
04/01/2015 22:00,04/01/2015,90,1.5,3,93.23444164,7,22,1420390800
05/01/2015 00:00,05/01/2015,50,1.5,4,93.28552679,1,0,1420480800
05/01/2015 02:00,05/01/2015,100,1.5,5,87.06357387,1,2,1420484400
05/01/2015 03:00,05/01/2015,220,2.05,6,84.22590317,1,3,1420488000
05/01/2015 04:00,05/01/2015,196.6327874,2.35,6.5,84.29082334,1,4,1420491600
05/01/2015 07:00,05/01/2015,240,1.8,7,81.42476266,1,7,1420495200
05/01/2015 10:00,05/01/2015,230,1.8,9,84.55402563,1,10,1420498800
05/01/2015 11:00,05/01/2015,230,2.85,9,90.47936371,1,11,1420416000
05/01/2015 12:00,05/01/2015,230,3.1,10,84.66039488,1,12,1420419600
05/01/2015 13:00,05/01/2015,215.4397046,2.85,10,81.80372798,1,13,1420423200
05/01/2015 14:00,05/01/2015,210,2.6,10,81.80372798,1,14,1420426800
05/01/2015 15:00,05/01/2015,210,2.85,10,79.11159108,1,15,1420430400
05/01/2015 16:00,05/01/2015,222.8040901,3.6,10,73.88365707,1,16,1420434000
05/01/2015 17:00,05/01/2015,220,3.35,9.5,73.8054136,1,17,1420437600
05/01/2015 18:00,05/01/2015,224.6745015,3.85,9.5,68.86847589,1,18,1420441200
05/01/2015 19:00,05/01/2015,221.9673028,3.85,9,71.16370158,1,19,1420444800
05/01/2015 20:00,05/01/2015,220,3.85,9,71.16370158,1,20,1420448400
05/01/2015 21:00,05/01/2015,220,3.1,9,71.16370158,1,21,1420452000
05/01/2015 22:00,05/01/2015,225.4397046,2.85,9,71.16370158,1,22,1420455600
05/01/2015 23:00,05/01/2015,201.0746391,2.35,8.5,73.63405281,1,23,1420459200
06/01/2015 00:00,06/01/2015,163.3672126,2.35,8,76.10440405,2,0,1420549200
06/01/2015 01:00,06/01/2015,184.4667461,2.35,8,76.10440405,2,1,1420552800
06/01/2015 02:00,06/01/2015,170,3.1,8,76.10440405,2,2,1420556400
06/01/2015 03:00,06/01/2015,170,3.85,8,76.10440405,2,3,1420560000
06/01/2015 04:00,06/01/2015,170,3.1,8.5,73.63405281,2,4,1420563600
06/01/2015 05:00,06/01/2015,180,3.85,8,81.55281966,2,5,1420567200
06/01/2015 06:00,06/01/2015,165,4.1,8,84.4461748,2,6,1420570800
06/01/2015 07:00,06/01/2015,195,3.6,9,81.67912964,2,7,1420574400
06/01/2015 08:00,06/01/2015,190,3.35,9,81.67912964,2,8,1420578000
06/01/2015 09:00,06/01/2015,200,4.35,9,87.42892162,2,9,1420581600
06/01/2015 10:00,06/01/2015,205.8528458,5.4,10,87.51706178,2,10,1420585200
06/01/2015 11:00,06/01/2015,210,4.85,10,87.51706178,2,11,1420502400
06/01/2015 12:00,06/01/2015,215,5.1,11,84.76531278,2,12,1420506000
06/01/2015 13:00,06/01/2015,284.3208876,7.75,9.5,84.6163248,2,13,1420509600
06/01/2015 14:00,06/01/2015,300,7.2,9,71.16370158,2,14,1420513200
06/01/2015 15:00,06/01/2015,280,6.45,8,70.97718779,2,15,1420516800
06/01/2015 16:00,06/01/2015,285.2784829,5.4,8,68.56599472,2,16,1420520400
06/01/2015 17:00,06/01/2015,280,6.2,7.5,70.88273079,2,17,1420524000
06/01/2015 18:00,06/01/2015,265.8183494,4.9,7,70.78827378,2,18,1420527600
06/01/2015 19:00,06/01/2015,245.6112855,4.1,6,75.78088296,2,19,1420531200
06/01/2015 20:00,06/01/2015,240,4.1,5.5,78.47207211,2,20,1420534800
06/01/2015 21:00,06/01/2015,234.3887145,4.1,5,81.16326127,2,21,1420538400
06/01/2015 22:00,06/01/2015,231.4028851,3.6,4.5,81.0965012,2,22,1420542000
06/01/2015 23:00,06/01/2015,225.3740791,3.35,4,83.99932069,2,23,1420545600
07/01/2015 00:00,07/01/2015,230,3.35,4,81.02974113,3,0,1420635600
07/01/2015 01:00,07/01/2015,235,3.1,4,81.02974113,3,1,1420639200
07/01/2015 02:00,07/01/2015,232.6567238,2.85,4,81.02974113,3,2,1420642800
07/01/2015 03:00,07/01/2015,220,2.6,3.5,83.95128713,3,3,1420646400
07/01/2015 04:00,07/01/2015,225.4397046,2.85,4,81.02974113,3,4,1420650000
07/01/2015 05:00,07/01/2015,230,2.6,4,86.96890025,3,5,1420653600
07/01/2015 06:00,07/01/2015,230.8861391,2.85,5,81.16326127,3,6,1420657200
07/01/2015 07:00,07/01/2015,215,3.6,5.5,81.22909179,3,7,1420660800
07/01/2015 08:00,07/01/2015,205,4.1,6.5,81.35984248,3,8,1420664400
07/01/2015 09:00,07/01/2015,205,5.1,8,76.10440405,3,9,1420668000
07/01/2015 10:00,07/01/2015,204.7215171,5.4,8,81.55281966,3,10,1420671600
07/01/2015 11:00,07/01/2015,220,5.95,9,76.26296722,3,11,1420588800
07/01/2015 12:00,07/01/2015,210,7.45,9,76.26296722,3,12,1420592400
07/01/2015 13:00,07/01/2015,220,7.7,9.5,71.41810871,3,13,1420596000
07/01/2015 14:00,07/01/2015,220,8,10,62.08059178,3,14,1420599600
07/01/2015 15:00,07/01/2015,220,6.95,9,68.7645034,3,15,1420603200
07/01/2015 16:00,07/01/2015,220,6.95,9,76.26296722,3,16,1420606800
07/01/2015 17:00,07/01/2015,220,6.7,9.5,71.41810871,3,17,1420610400
07/01/2015 18:00,07/01/2015,220,8.2,10,71.34785997,3,18,1420614000
07/01/2015 20:00,07/01/2015,224.8230806,8.5,10,79.11159108,3,20,1420617600
07/01/2015 21:00,07/01/2015,224.831788,7.45,10,81.80372798,3,21,1420621200
07/01/2015 22:00,07/01/2015,230,7.45,10,81.80372798,3,22,1420624800
07/01/2015 23:00,07/01/2015,225.3740791,6.7,10,84.66039488,3,23,1420628400
08/01/2015 00:00,08/01/2015,230,7.2,11,81.92664909,4,0,1420718400
08/01/2015 01:00,08/01/2015,230,6.7,11.5,84.82595147,4,1,1420722000
08/01/2015 02:00,08/01/2015,230,6.95,12,82.04792647,4,2,1420725600
08/01/2015 03:00,08/01/2015,240,6.2,12,84.86880875,4,3,1420729200
08/01/2015 04:00,08/01/2015,240,5.65,12,87.68969102,4,4,1420732800
08/01/2015 05:00,08/01/2015,250,5.65,12,79.69948776,4,5,1420736400
08/01/2015 06:00,08/01/2015,250,4.6,11.5,74.45414694,4,6,1420740000
08/01/2015 07:00,08/01/2015,241.0979951,4.6,10.5,82.04548345,4,7,1420743600
08/01/2015 08:00,08/01/2015,264.6745015,3.85,9.5,87.4729917,4,8,1420747200
08/01/2015 09:00,08/01/2015,290,3.6,9,87.42892162,4,9,1420750800
08/01/2015 10:00,08/01/2015,286.7234492,3.85,9,87.42892162,4,10,1420754400
08/01/2015 11:00,08/01/2015,280,5.65,9,81.67912964,4,11,1420758000
08/01/2015 12:00,08/01/2015,260,4.6,9,84.55402563,4,12,1420675200
08/01/2015 13:00,08/01/2015,280,7.45,9,78.97104843,4,13,1420678800
08/01/2015 14:00,08/01/2015,275.4042458,6.2,10,71.34785997,4,14,1420682400
08/01/2015 15:00,08/01/2015,265,6.2,9,71.16370158,4,15,1420686000
08/01/2015 16:00,08/01/2015,250,5.4,9,71.16370158,4,16,1420689600
08/01/2015 17:00,08/01/2015,250,6.2,9,76.26296722,4,17,1420693200
08/01/2015 18:00,08/01/2015,250,6.15,8.5,73.63405281,4,18,1420696800
08/01/2015 19:00,08/01/2015,245.4879532,5.65,8,73.54079592,4,19,1420700400
08/01/2015 20:00,08/01/2015,225.5448457,4.6,8,76.10440405,4,20,1420704000
08/01/2015 21:00,08/01/2015,225.9314874,5.65,8,76.10440405,4,21,1420707600
08/01/2015 22:00,08/01/2015,220.4244793,5.95,8.5,73.63405281,4,22,1420711200
08/01/2015 23:00,08/01/2015,245.168212,7.45,9,76.26296722,4,23,1420714800
09/01/2015 00:00,09/01/2015,235,7.7,10,71.34785997,5,0,1420804800
09/01/2015 01:00,09/01/2015,230,8.2,10,73.88365707,5,1,1420808400
09/01/2015 02:00,09/01/2015,230,8.25,10,79.11159108,5,2,1420812000
09/01/2015 03:00,09/01/2015,240,7.95,11,79.2502771,5,3,1420815600
09/01/2015 04:00,09/01/2015,245,9.3,11,84.76531278,5,4,1420819200
09/01/2015 05:00,09/01/2015,244.7305003,9.3,11.5,84.82595147,5,5,1420822800
09/01/2015 06:00,09/01/2015,250,9,12,82.04792647,5,6,1420826400
09/01/2015 07:00,09/01/2015,255.6015056,8.75,12,82.04792647,5,7,1420830000
09/01/2015 08:00,09/01/2015,250,6.95,12,79.38714284,5,8,1420833600
09/01/2015 09:00,09/01/2015,250,8.2,12,74.21782185,5,9,1420837200
09/01/2015 10:00,09/01/2015,250,8.25,12.5,69.44573329,5,10,1420840800
09/01/2015 11:00,09/01/2015,250,7.7,13,67.18218209,5,11,1420844400
09/01/2015 12:00,09/01/2015,244.3038216,7.2,13,67.18218209,5,12,1420761600
09/01/2015 13:00,09/01/2015,245,8.2,13,62.74935287,5,13,1420765200
09/01/2015 14:00,09/01/2015,240,7.2,13,62.74935287,5,14,1420768800
09/01/2015 15:00,09/01/2015,240,9.25,13.5,67.42690687,5,15,1420772400
09/01/2015 16:00,09/01/2015,245.4866612,10.3,13,79.5222237,5,16,1420776000
09/01/2015 17:00,09/01/2015,250,9.8,13.5,85.0299549,5,17,1420779600
09/01/2015 18:00,09/01/2015,250,10.05,15,82.40221827,5,18,1420783200
09/01/2015 19:00,09/01/2015,260.4470171,11.3,15.5,77.40397129,5,19,1420786800
09/01/2015 20:00,09/01/2015,260,12.4,15,72.23481565,5,20,1420790400
09/01/2015 21:00,09/01/2015,255.2218012,11.3,15,67.57614853,5,21,1420794000
09/01/2015 22:00,09/01/2015,255.1134101,11.05,15,67.57614853,5,22,1420797600
09/01/2015 23:00,09/01/2015,250,11.6,14,77.02542865,5,23,1420801200
10/01/2015 00:00,10/01/2015,250,10.8,14,77.02542865,6,0,1420891200
10/01/2015 01:00,10/01/2015,250,11.05,14,77.02542865,6,1,1420894800
10/01/2015 02:00,10/01/2015,250,11.35,14,72.06179878,6,2,1420898400
10/01/2015 03:00,10/01/2015,245.2218012,11.3,13,76.87685465,6,3,1420902000
10/01/2015 04:00,10/01/2015,230,10.05,13,76.87685465,6,4,1420905600
10/01/2015 05:00,10/01/2015,245,9.8,13,76.87685465,6,5,1420909200
10/01/2015 06:00,10/01/2015,240,9.8,13,82.16759276,6,6,1420912800
10/01/2015 07:00,10/01/2015,240,9.8,13,79.5222237,6,7,1420916400
10/01/2015 08:00,10/01/2015,245.3402266,11.05,14,74.54361371,6,8,1420920000
10/01/2015 09:00,10/01/2015,250,13.4,14,77.02542865,6,9,1420923600
10/01/2015 10:00,10/01/2015,255,11.3,14,74.54361371,6,10,1420927200
10/01/2015 11:00,10/01/2015,280,11.85,11.5,67.02935749,6,11,1420930800
10/01/2015 12:00,10/01/2015,280,11.6,11.5,58.21770472,6,12,1420848000
10/01/2015 13:00,10/01/2015,290,10.55,10.5,54.01231314,6,13,1420851600
10/01/2015 14:00,10/01/2015,285.6556451,11.85,9,53.6251367,6,14,1420855200
10/01/2015 15:00,10/01/2015,294.7442501,9.8,9,48.12751028,6,15,1420858800
10/01/2015 16:00,10/01/2015,284.4953757,7.45,8,51.48675701,6,16,1420862400
10/01/2015 17:00,10/01/2015,284.8423673,7.95,8,51.48675701,6,17,1420866000
10/01/2015 18:00,10/01/2015,271.4028851,7.2,7,55.10523574,6,18,1420869600
10/01/2015 19:00,10/01/2015,260,7.2,6,56.85829084,6,19,1420873200
10/01/2015 20:00,10/01/2015,260,6.95,6,56.85829084,6,20,1420876800
10/01/2015 21:00,10/01/2015,245.210618,5.95,6,56.85829084,6,21,1420880400
10/01/2015 22:00,10/01/2015,250,5.7,5,65.50746919,6,22,1420884000
10/01/2015 23:00,10/01/2015,250,5.4,5,65.50746919,6,23,1420887600
11/01/2015 00:00,11/01/2015,250,6.2,4.5,72.92580385,7,0,1420977600
11/01/2015 01:00,11/01/2015,244.5957542,6.2,4,75.44854764,7,1,1420981200
11/01/2015 02:00,11/01/2015,250,6.45,4,75.44854764,7,2,1420984800
11/01/2015 03:00,11/01/2015,260,7.45,4,75.44854764,7,3,1420988400
11/01/2015 04:00,11/01/2015,260,7.7,4,72.82760629,7,4,1420992000
11/01/2015 05:00,11/01/2015,255.5046243,7.45,4,70.20666495,7,5,1420995600
11/01/2015 06:00,11/01/2015,255,6.7,4.5,67.85706707,7,6,1420999200
11/01/2015 07:00,11/01/2015,250,6.7,5,65.50746919,7,7,1421002800
11/01/2015 08:00,11/01/2015,260,8.25,5,65.50746919,7,8,1421006400
11/01/2015 09:00,11/01/2015,255.1576327,7.95,5.5,63.3295337,7,9,1421010000
11/01/2015 10:00,11/01/2015,260,8.2,6.5,61.26979014,7,10,1421013600
11/01/2015 11:00,11/01/2015,260,7.45,7.5,59.37525319,7,11,1421017200
11/01/2015 12:00,11/01/2015,254.831788,7.45,8.5,55.4938305,7,12,1420934400
11/01/2015 13:00,11/01/2015,250,7.7,9,55.6177651,7,13,1420938000
11/01/2015 14:00,11/01/2015,250,7.7,9,59.73141272,7,14,1420941600
11/01/2015 15:00,11/01/2015,250,7.2,8.5,64.0036168,7,15,1420945200
11/01/2015 16:00,11/01/2015,245.1942912,6.45,8,66.15480164,7,16,1420948800
11/01/2015 17:00,11/01/2015,240,5.65,8,70.97718779,7,17,1420952400
11/01/2015 18:00,11/01/2015,250,6.95,8,73.54079592,7,18,1420956000
11/01/2015 19:00,11/01/2015,240,6.7,8,73.54079592,7,19,1420959600
11/01/2015 20:00,11/01/2015,245.6961784,7.2,8,70.97718779,7,20,1420963200
11/01/2015 21:00,11/01/2015,250,8.2,8,70.97718779,7,21,1420966800
11/01/2015 22:00,11/01/2015,250,10.3,9,66.36530522,7,22,1420970400
11/01/2015 23:00,11/01/2015,245.4717758,8.5,9,71.16370158,7,23,1420974000
12/01/2015 00:00,12/01/2015,250,7.95,9,68.7645034,1,0,1421064000
12/01/2015 01:00,12/01/2015,244.8687769,9.55,10,59.9680415,1,1,1421067600
12/01/2015 02:00,12/01/2015,240,8.2,10,64.32692099,1,2,1421071200
12/01/2015 03:00,12/01/2015,235.1769194,8.5,10,66.57325019,1,3,1421074800
12/01/2015 04:00,12/01/2015,240,9.25,10,66.57325019,1,4,1421078400
12/01/2015 05:00,12/01/2015,240,9.8,10,66.57325019,1,5,1421082000
12/01/2015 06:00,12/01/2015,250,8.8,10,73.88365707,1,6,1421085600
12/01/2015 07:00,12/01/2015,235,8.2,10,76.41945418,1,7,1421089200
12/01/2015 08:00,12/01/2015,230,8.8,10,76.41945418,1,8,1421092800
12/01/2015 09:00,12/01/2015,240,9,11.5,66.88016336,1,9,1421096400
12/01/2015 10:00,12/01/2015,235,9.3,12,66.98164479,1,10,1421100000
12/01/2015 11:00,12/01/2015,230,10.8,12,74.21782185,1,11,1421103600
12/01/2015 12:00,12/01/2015,224.3620424,8.25,12,79.38714284,1,12,1421020800
12/01/2015 13:00,12/01/2015,235.3341783,8.25,12,79.38714284,1,13,1421024400
12/01/2015 14:00,12/01/2015,245,9.3,12.5,76.96728072,1,14,1421028000
12/01/2015 15:00,12/01/2015,241.0900978,6.95,12,82.04792647,1,15,1421031600
12/01/2015 16:00,12/01/2015,230,6.15,12,82.04792647,1,16,1421035200
12/01/2015 17:00,12/01/2015,235.4042458,6.2,11.5,87.83527015,1,17,1421038800
12/01/2015 18:00,12/01/2015,235,6.2,11,93.62261383,1,18,1421042400
12/01/2015 19:00,12/01/2015,224.5957542,6.2,11.5,84.82595147,1,19,1421046000
12/01/2015 20:00,12/01/2015,220,5.7,12,82.04792647,1,20,1421049600
12/01/2015 21:00,12/01/2015,220,5.15,12,84.86880875,1,21,1421053200
12/01/2015 22:00,12/01/2015,210,5.95,12,87.68969102,1,22,1421056800
12/01/2015 23:00,12/01/2015,224.8057088,6.45,12,87.68969102,1,23,1421060400
13/01/2015 00:00,13/01/2015,220,6.95,12,87.68969102,2,0,1421150400
13/01/2015 01:00,13/01/2015,220,8.2,12,87.68969102,2,1,1421154000
13/01/2015 02:00,13/01/2015,242.3534616,6.65,11.5,87.64683375,2,2,1421157600
13/01/2015 03:00,13/01/2015,240,5.1,11,84.76531278,2,3,1421161200
13/01/2015 04:00,13/01/2015,240,5.95,11,81.92664909,2,4,1421164800
13/01/2015 05:00,13/01/2015,225.6450298,5.95,10.5,79.18881655,2,5,1421168400
13/01/2015 06:00,13/01/2015,220.983361,5.65,10,81.80372798,2,6,1421172000
13/01/2015 07:00,13/01/2015,255.6450298,5.95,9.5,79.0333476,2,7,1421175600
13/01/2015 08:00,13/01/2015,245.2880856,4.35,9,71.16370158,2,8,1421179200
13/01/2015 09:00,13/01/2015,250.5207481,4.85,9,71.16370158,2,9,1421182800
13/01/2015 10:00,13/01/2015,254.1816506,4.9,9,71.16370158,2,10,1421186400
13/01/2015 11:00,13/01/2015,234.7416135,4.85,9,68.7645034,2,11,1421190000
13/01/2015 12:00,13/01/2015,220.983361,5.65,9.5,64.2229485,2,12,1421107200
13/01/2015 13:00,13/01/2015,228.0675373,7.75,9,73.7133344,2,13,1421110800
13/01/2015 14:00,13/01/2015,250.3176946,7.95,8.5,71.07044469,2,14,1421114400
13/01/2015 15:00,13/01/2015,265.6796605,5.9,8,73.54079592,2,15,1421118000
13/01/2015 16:00,13/01/2015,245.1942912,6.45,7.5,68.47153771,2,16,1421121600
13/01/2015 17:00,13/01/2015,250,6.2,7,70.78827378,2,17,1421125200
13/01/2015 18:00,13/01/2015,245.3254985,3.85,7,70.78827378,2,18,1421128800
13/01/2015 19:00,13/01/2015,250,5.4,6,75.78088296,2,19,1421132400
13/01/2015 20:00,13/01/2015,250,5.95,5.5,75.69836111,2,20,1421136000
13/01/2015 21:00,13/01/2015,250,6.45,5,75.61583925,2,21,1421139600
13/01/2015 22:00,13/01/2015,240,4.6,5,75.61583925,2,22,1421143200
13/01/2015 23:00,13/01/2015,245.2784829,5.4,5,70.40306007,2,23,1421146800
14/01/2015 00:00,14/01/2015,240,7.2,5,65.50746919,3,0,1421236800
14/01/2015 01:00,14/01/2015,245,8.2,5,65.50746919,3,1,1421240400
14/01/2015 02:00,14/01/2015,245.3740791,6.7,5,65.50746919,3,2,1421244000
14/01/2015 03:00,14/01/2015,240,5.95,4.5,72.92580385,3,3,1421247600
14/01/2015 04:00,14/01/2015,230.6559968,3.85,4.5,72.92580385,3,4,1421251200
14/01/2015 05:00,14/01/2015,215.8183494,4.9,5,70.40306007,3,5,1421254800
14/01/2015 06:00,14/01/2015,245.1942912,6.45,5,70.40306007,3,6,1421258400
14/01/2015 07:00,14/01/2015,245.7666073,8.5,4.5,67.85706707,3,7,1421262000
14/01/2015 08:00,14/01/2015,250.7015477,7.2,4,70.20666495,3,8,1421265600
14/01/2015 09:00,14/01/2015,250,7.95,4.5,67.85706707,3,9,1421269200
14/01/2015 10:00,14/01/2015,260,8.5,5,70.40306007,3,10,1421272800
14/01/2015 11:00,14/01/2015,250,7.45,5.5,65.77732914,3,11,1421276400
14/01/2015 12:00,14/01/2015,250,7.45,6.5,59.13171846,3,12,1421193600
14/01/2015 13:00,14/01/2015,250,6.7,7,57.11183872,3,13,1421197200
14/01/2015 14:00,14/01/2015,225.4042458,6.2,7,55.10523574,3,14,1421200800
14/01/2015 15:00,14/01/2015,200,4.85,7,55.10523574,3,15,1421204400
14/01/2015 16:00,14/01/2015,191.7413243,4.35,7,59.2499104,3,16,1421208000
14/01/2015 17:00,14/01/2015,185.2880856,4.35,7.5,63.78163526,3,17,1421211600
14/01/2015 18:00,14/01/2015,190,5.9,8,70.97718779,3,18,1421215200
14/01/2015 19:00,14/01/2015,185.5046243,7.45,9,71.16370158,3,19,1421218800
14/01/2015 20:00,14/01/2015,200,8.8,10,68.96055508,3,20,1421222400
14/01/2015 21:00,14/01/2015,195.1187849,10.55,10,71.34785997,3,21,1421226000
14/01/2015 22:00,14/01/2015,200,10.8,9.5,76.51349481,3,22,1421229600
14/01/2015 23:00,14/01/2015,200,11.05,10,79.11159108,3,23,1421233200
15/01/2015 00:00,15/01/2015,210,11.05,10,81.80372798,4,0,1421323200
15/01/2015 01:00,15/01/2015,205.1134101,11.05,11,79.2502771,4,1,1421326800
15/01/2015 02:00,15/01/2015,210,12.35,11,81.92664909,4,2,1421330400
